descripcion,categoria
COMPRA RIMAC SEGUROS,Servicios
NRO OP 001933 HOSPITAL ANGELES,Salud
COD MERCADO SHOPS,Compras
DEBITO AUTOMATICO ICPNA,Educación
NRO OP 239830 CLARO SHOP,Compras
RIPLEY QR,Compras
NRO OP 065898 RAPPI RESTAURANTE,Alimentación
COMPRA POS MUSEO INTERACTIVO,Ocio
COD CINEMRAK,Ocio
PEAJE RUTAS DEL SOL MASTERCARD,Transporte
CLARO SHOP APROB683120,Compras
RETIRO ENEL,Servicios
PAGO ONLINE SEARS,Compras
NEQUI*OJSÉ 807488,Servicios
APP CLARO INTERNET,Servicios
PAGO SERV PLAZA VESTIR,Compras
CARGO DICO,Alimentación
G500 REF249313,Transporte
HBO MAX*419497,Ocio
PAGO HIPOTECARIO JUL,Vivienda
DEBITO AUTOMATICO STARBUCKS,Alimentación
DEB SUBTE BUENOS AIRES,Transporte
COMPRA WEB TERPEL,Transporte
RIPLEY CL,Compras
ONLINE SEARS,Compras
COMPRA WEB ANALISIS CLINICOS UNIDOS,Salud
TRX COPPEL,Compras
PLAZAS EXITO ROPA 22JUN,Compras
TRX EL CORRAL,Alimentación
INSTITUTO CIBERTEC AUTORIZ 420712,Educación
YAPE*JENARO,Alimentación
REF CREDITO VIVIENDA,Vivienda
AVIANCA #513416,Transporte
PLAZA VEA LIMA,Alimentación
OECHSLE CO,Compras
APP CLARO SHOP,Compras
DAVIPLATA*SONIA 624788,Alimentación
MERCADO PAGO*LUPITA 413359,Servicios
MASSIMO DUTTI VISA,Compras
TEATRO MUNICIPAL LATAM,Ocio
POS LIVERPOOL,Compras
MERCADO PAGO*ELISABET,Alimentación
WEB PAGO ARRIENDO,Vivienda
TRANSF A TIGO,Servicios
DEB TOTTUS CHILE,Alimentación
TRANSF A LIVERPOOL,Compras
YPF MIRAFLORES,Transporte
DEBITO AUTOMATICO WOM FIBRA,Servicios
TRANSF A PAGO HIPOTECARIO,Vivienda
CARGO TICKETMASTER,Ocio
CROSSFIT BOX SANTIAGO,Ocio
HINA TOWN LATAM,Alimentación
PAGO ONLINE RAPPI RESTAURANTE,Alimentación
REF UNIVERSIDAD ANDES,Educación
NRO OP 009591 ZARA,Compras
SANTA FE MALL QR,Compras
FALABELLA LIMA,Compras
PARQUE DE LAS LEYENDAS MIRAFLORES,Ocio
IBERDROLA REF254551,Servicios
COMPRA EPM,Servicios
COD FRISBY,Alimentación
ANTICUCHOS DON JORGE PERU,Alimentación
FALABELLA 27/10,Compras
COMPRA WEB SEARS,Compras
MASSIMO DUTTI OP046388,Compras
ONLINE ADMINISTRACION CONJUNTO RESIDENCIAL,Vivienda
WOM STORE,Servicios
PAGO ONLINE METRO SANTIAGO,Transporte
DB UNIMARC,Alimentación
OECHSLE NOV,Compras
COMPRA BEAT QUERETARO,Transporte
WEB COPEC,Transporte
INMOBILIARIA CENTURY21 STORE,Vivienda
ONLINE PARAMOUNT PLUS,Ocio
RETIRO D1,Alimentación
CENCOSUD #891780,Compras
APP BLETERIA JOINNUS,Ocio
PAGO ONLINE GAS NATURAL,Servicios
AUTOPISTA NORTE OP570396,Transporte
COD G500,Transporte
WOM COD817192,Servicios
APP ENVIO WESTERN UNION,Otros
CARGO PRESTO,Alimentación
PAGO SERV FRISBY,Alimentación
DEB TICKETMASTER,Ocio
NRO OP 259715 SCOOTER MOVO,Transporte
COMPRA BEMBOS,Alimentación
COMPRA WEB COSTANERA CENTER,Compras
PAGO VEA SUPERMERCADO,Alimentación
TRANSF A IN DRIVER,Transporte
MODO*BUENAVENTURA,Alimentación
FARMACIA INKAFARMA APROB629826,Salud
KFC SAN ISIDRO,Alimentación
UDEMY #804332,Educación
ADMINISTRACION EDIFICIO QR,Vivienda
OPTICA LA INES REF166638,Salud
COMPRA LINKEDIN LEARNING CARTAGENA,Educación
LABORATORIO ROE MEXICO,Salud
COMPRA PAGO PENSION COLEGIO MIRAFLORES,Educación
PAGO ONLINE CINEPOLIS,Ocio
PAGO ONLINE PLAZA VESTIR,Compras
PAGO ARRIENDO TARJETA 8091,Vivienda
COMPRA VTR CONCEPCION,Servicios
DIA MIRAFLORES,Alimentación
PLIN*TRINIDAD,Otros
HOMECENTER ROSARIO,Vivienda
COMPRA INTL CRUZ DEL SUR,Transporte
POS TELCEL,Servicios
ONLINE BATA,Compras
PEAJE RUTAS DEL SOL MIARFLORES,Transporte
COMPRA TCC PLAZAS EXITO ROPA,Compras
PARQUE ARAUCO ABR,Compras
APP APPLE TV PLUS,Ocio
SANTA ISABEL VISA,Alimentación
CINE COLOMBIA STORE,Ocio
ONLINE PARQUE DE LAS LEYENDAS,Ocio
SHELL REF763211,Transporte
YAPE*SABINA 140649,Servicios
SCOOTER MOVO LIMA,Transporte
MERCADO SHOPS AUTORIZ 939853,Compras
COMPRA INTL JOCKEY PLAZA,Compras
CLINICA SANNA MAY,Salud
ADMINISTRACION EDIFICIO LATAM,Vivienda
FALABELLA OP320360,Compras
DEB ZARA,Compras
CROSSFIT BOX STORE,Ocio
COSTANERA CENTER OP031925,Compras
WEB PEMEX,Transporte
FALABELLA VISA,Compras
TELCEL REF885528,Servicios
IZZI TELECOM JUN,Servicios
MUSEO INTERACTIVO LAS CONDES,Ocio
BITEL #556360,Servicios
DEB CASA DE CAMBIO,Otros
RETIRO CEVICHERIA EL RINCON,Alimentación
DEBITO AUTOMATICO PLAYSTATION STORE,Ocio
BAR EL BOTIJON VISA,Ocio
METRO SANTIAGO QR,Transporte
CARULLA OP309138,Alimentación
LA POLAR OP012355,Compras
DEBITO AUTOMATICO DEEZER,Ocio
CENTRO MEDICO SAN FELIPE CALI,Salud
DB DISNEY PLUS,Ocio
PAAGO HIPOTECARIO LATAM,Vivienda
TRX PAGO A TERCEROS,Otros
TAXI DATUM MIRAFLORES,Transporte
AMAZON COD954617,Compras
RAPPI RESTAURANTE OP946252,Alimentación
NRO OP 474590 WONG,Alimentación
POS METRO CDMX,Transporte
TRANSF A NIKE STORE,Compras
PLAZA VEA AUT316462,Alimentación
SUBTE BUENOS AIRES AUTORIZ 823510,Transporte
ONLINE PORTES BANCARIOS,Servicios
COD PARDOS CHICKEN,Alimentación
COMPRA DOMINOS PIZZA,Alimentación
COMPRA INTL DOMINOS PIZZA,Alimentación
COMPRA TC SEARS,Compras
CARGO SHELL,Transporte
LABORATORIO CLINICO ROCHE TARJETA 4882,Salud
COMPA WEB APPLE.COM,Compras
COMPRA TC ZARA,Compras
BURGER KING AUTORIZ 458560,Alimentación
COMPRA WEB LABORATORIO CLLINICO ROCHE,Salud
POS FARMACIA SIMILARES,Salud
PAGO RAPPI RESTAURANTE,Alimentación
PLIN*JUANITO,Alimentación
COMPRA CINEPOLIS,Ocio
DEPOSITO VARIOS CO,Otros
NETFLIX.COM QR,Ocio
TAXI DATUM TARJETA 0042,Transporte
NRO OP 512450 COMISION INTERBANCARIA,Servicios
PRESTO*360912,Alimentación
DEBITO AUTOMATICO JUAN VALDEZ,Alimentación
COMPRA TC CASA DE CAMBIO,Otros
CREDITO VIVIENDA REF019504,Vivienda
RETIRO INDRIVE,Transporte
DIDI OP067170,Transporte
YAPE*ISIDRO 465055,Alimentación
DIDI FOOD VISA,Alimentación
COMPRA POS CLARO SHOP,Compras
TRANSF A LA POSITIVA SEGUROS,Servicios
CINEMARK ABR,Ocio
MANTENIMIENTO TARJETA VISA,Servicios
EDENOR #997104,Servicios
TRANSF A DIDI,Transporte
LIBRERIA GANDHI REF979125,Educación
BUS EJECUTIVO COD904292,Transporte
ADIDAS STORE FEB,Compras
COMPRA LABORATORIO ROE,Salud
MOVISTAR AUTORIZ 322766,Servicios
CINEPOLIS MIRAFLORES,Ocio
DEBITO AUTOMATICO IN DRIVER,Transporte
WEB MERCADO SHOPS,Compras
CINE COLOMBIA APROB643374,Ocio
PAGO ONLINE DIA,Alimentación
PLIN*BLAS,Alimentación
MOVISTAR FIBRA LIMA,Servicios
COMPRA METRO SANTIAGO CONCEPCION,Transporte
MOVISTAR MASTERCARD,Servicios
UBER TRIP MASTERCARD,Transporte
PLAZA VESTIR #331394,Compras
COD ALIEXPRESS,Compras
POS ANTICUCHOS DON JORGE,Alimentación
COMPRA WEB SHELL,Transporte
TRX VEA SUPERMERCADO,Alimentación
POS APPLE.COM,Compras
COMISION INTERBANCARIA APROB983144,Servicios
APP HOMECENTER,Vivienda
CARGO REPSOL,Transporte
MOVISTAR FIBRA*592889,Servicios
FARMACIA INKAFARMA MASTERCARD,Salud
DEBITO AUTOMATICO APPLE TV PLUS,Ocio
CINEPLANET #935468,Ocio
TRX JOCKEY PLAZA,Compras
CENCOSUD STORE,Compras
COMPRA EDESUR LAS CONDES,Servicios
MAKRO SAN ISIDRO,Alimentación
DEB GAS NATURAL,Servicios
TRANSF A EBAY,Compras
FARMACIA SIMILARES VISA,Salud
DEB OPTICA GMO,Salud
PEAJE RUTAS DEL SOL LIMA,Transporte
PAGO ONLINE CINEPLANET,Ocio
OECHSLE VISA,Compras
ZARA AUT574343,Compras
COMISION MANTENIMIENTO CUENTA LATAM,Servicios
DEB COMISION MANTENIMIENTO CUENTA,Servicios
SIT MEDELLIN TARJETA 8115,Transporte
COMPRA FARMATODO QUERETARO,Salud
COMPRA TC DUOLINGO PLUS,Educación
VTR SAN ISIDRO,Servicios
VEA SPUERMERCADO VISA,Alimentación
YOUTUBE PREMIUM AUTORIZ 772576,Ocio
CARGO WOM,Servicios
PAGO A TERCEROS.COM,Otros
COMPRA POS CODENSA,Servicios
NIKE STORE STORE,Compras
YPF LIMA,Transporte
DOMINOS PIZZA AGO,Alimentación
VTR MASTERCARD,Servicios
APP PEDIDOSYA,Alimentación
PLAZA VESTIR SAN ISIDRO,Compras
RETIRO APPLE.CM,Compras
PROMART HOME CENTER #203345,Vivienda
TOTTUS AUTORIZ 600856,Alimentación
TRANSF A CLINICA SHAIO,Salud
PLAZA NORTE VISA,Compras
DEEZER.COM,Ocio
ITUZAINGO PEAJE 31/03,Transporte
SAGA FALABELLA MASTERCARD,Compras
SANTA FE MALL TARJETA 3170,Compras
COMPRA WEB PARKING PLUS,Transporte
REF UBER EATS,Alimentación
MOVISTAR FIBRA #962932,Servicios
PLIN*MARÍA JOSÉ,Servicios
SHELL APROB498012,Transporte
MANTTO CONJUNTO*913407,Vivienda
PARQUE DE LSA LEYENDAS REF514914,Ocio
NEQUI*MARGARITA,Servicios
AMAZON 06/06,Compras
CARGO AT&T MEXICO,Servicios
DAVIPLATA*TIBURCIO,Servicios
TRANSF A LIBRERIA GANDHI,Educación
DEBITO AUTOMATICO PRESTO,Alimentación
MOVISTAR AUT879994,Servicios
CENCOSUD AUTORIZ 694909,Compras
PLIN*MARINO,Servicios
COD AGUAS ANDINAS,Servicios
PAGO ONLINE SHEIN,Compras
MERCADO LIBRE AUTORIZ 769870,Compras
APP PARQUE EXPLORA,Ocio
PLIN*HERMINIA,Alimentación
DEBITO AUTOMATICO BERSHKA,Compras
CROSSFIT BOX REF315852,Ocio
LA COMER #657608,Alimentación
RIPLEY.COM,Compras
FARMACIA INKAFARMA OP516918,Salud
DEBITO AUTOMATICO UNIVERSIDAD ANDES,Educación
TRANSF A ENTEL,Servicios
POS DISCOTECA CLUB,Ocio
TRANSF A LABORATORIO ROE,Salud
METRO SANTIAGO REF786499,Transporte
PAGO ONLINE IN DRIVER,Transporte
DB CREPES WAFFLES,Alimentación
TOTTUS AGO,Alimentación
SPOTIFY STORE,Ocio
PAGO DISNEY PLUS,Ocio
PAGO CERTIFICACION 01JAN,Educación
YAPE*CHE,Servicios
EMRCADO SHOPS APROB080400,Compras
COD PAGO ARRIENDO,Vivienda
CLINICA SANNA.COM,Salud
COMPRA PROMART HOME CENTER,Vivienda
SUBTE BUENOS AIRES LIMA,Transporte
NRO OP 795347 AMAZON PRIME VIDEO,Ocio
TWITCH AUTORIZ 744492,Ocio
NIKE STORE LATAM,Compras
COMPRA INTL CHINA TOWN,Alimentación
COMPRA POS PUMA ENERGY,Transporte
YAPE*TRINIDAD,Servicios
PLIN*FERMÍN,Alimentación
PAGO TIGO,Servicios
RETIRO COPPEL,Compras
CLINICA RICARDO PALMA LATAM,Salud
ENVIO WESTERN UNION 20/03,Otros
EDDITORIAL SANTILLANA*033593,Educación
EXITO AUTORIZ 307436,Alimentación
PAGO MERCADO SHOPS,Compras
COMPRA PEAJE RUTA MAR DEL PLATA,Transporte
POS MANTENIMIENTO TARJETA,Servicios
CARREFOUR 31/07/24,Alimentación
SANTA FE MALL OP026615,Compras
PAGO PARQUE DE LAS LEYENDAS,Ocio
CASA DE CAMBIO #340312,Otros
DISCO STORE,Alimentación
BODYTECH GYM OP461902,Ocio
COMPRA INTL CENCOSUD,Compras
SODIMAC CONSTRUCCION AUTORIZ 288862,Vivienda
COD BUS EJECUTIVO,Transporte
COMPRA CENTRO MEDICO SAN FELIPE BUENOS AIRES,Salud
APP INSTITUTO IDIOMAS,Educación
LABORATORIO ROE AUT598368,Salud
NIKE STORE REF818583,Compras
NEQUI*MATEO 460078,Servicios
FARMACIA BENAVIDES 28-03-2025,Salud
PAGO FARMACIA SIMILARES,Salud
CROSSFIT BOX MIRAFLORES,Ocio
PRIMAAX QR,Transporte
REF COPA AIRLINES,Transporte
AMAZON PRIME VIDEO ROSRAIO,Ocio
MOVISTAR AUT427686,Servicios
PARKING PLUS SAN ISIDRO,Transporte
PUMA ENERGY*052876,Transporte
DEBITO AUTOMATICO CHINA TOWN,Alimentación
COMPRA UNIMARC,Alimentación
NRO OP 783179 DIDI,Transporte
APP BODYTECH GYM,Ocio
COMPRA TC FARMACIA SIMILARES,Salud
BATA #863834,Compras
AVIANCA SAN ISIDRO,Transporte
COTO TARJETA 1275,Alimentación
ADMINISTRACION CONJUNTO RESIDENCIAL JUN,Vivienda
JOCKEY PLAZA 16/01/24,Compras
TEATRO MUNICIPAL ENE,Ocio
DEBITO AUTOMATICO ENTEL,Servicios
CARGO MASSIMO DUTTI,Compras
BODYTECH GYM 28/05,Ocio
POS ADMINISTRACION EDIFICIO,Vivienda
CARGO PARAMOUNT PLUS,Ocio
ANALISIS CLINICOS UNIDOS TARJETA 9995,Salud
APP ENEX,Transporte
COMPRA POS CARULLA,Alimentación
RETIRO AMAZON,Compras
DEBITO AUTOMATICO MIFARMA,Salud
COMPRA WEB LIVERPOOL,Compras
RETIRO FALABELLA,Compras
KARAOKE BOX STORE,Ocio
CINEPOLIS MAY,Ocio
CRUZ VERDE QR,Salud
SANTA FE MALL SAN ISIDRO,Compras
PAGO ONLINE PEAJE RUTA,Transporte
CARGO MAKRO,Alimentación
MERCADO PAGO*PORFIRIO,Alimentación
TRX NTEL,Servicios
SEGUROS BOLIVAR COD118007,Servicios
COMPRA POS DIA,Alimentación
CLARO MIRAFLORES,Servicios
CINEMARK AUT203248,Ocio
NRO OP 535156 YPF,Transporte
COMPRA WEB KARAOKE BOX,Ocio
COMPRA TC NORKYS,Alimentación
DEB COMISION INTERBANCARIA,Servicios
COMPRA POS WALMART,Alimentación
NRO OP 815736 D1,Alimentación
CARGO PLAZA VEA SHO,Compras
COMPRA LIDER CALI,Alimentación
PLAZA VEA APROB072175,Alimentación
DEB CUOTA CONDOMINIO,Vivienda
DB INSTITUTO IDIOMAS,Educación
POS PRIMAX,Transporte
LINKEDIN LEARNING SAN ISIDRO,Educación
PLAZA NORTE REF686338,Compras
COMPRA GASCO,Servicios
POS EASY CONSTRUCCION,Vivienda
SWISS MEDICAL MIRAFLORES,Servicios
TRUPER FERRETERIA AUTORIZ 999920,Vivienda
DAVIPLATA*FABIOLA,Alimentación
BEMBOS*205144,Alimentación
BERSHKA AUT382407,Compras
TACO BELL.COM,Alimentación
DUNKIN STORE,Alimentación
SWISS MEDICAL #981043,Servicios
REF RIPLEY,Compras
COMPRA WOM BUCARAMANGA,Servicios
ADMINISTRACION CONJUNTO RESIDENCIAL REF097083,Vivienda
ENEL 16MAR,Servicios
APP UBER EATS,Alimentación
POS FARMACIA INKAFARMA,Salud
MERCADO SHOPS 12MAY,Compras
FALABELLA COD388384,Compras
COMPRA COPEC CONCEPCION,Transporte
CHEDRAUI 22/06,Alimentación
CARGO AEROMEXICO,Transporte
COMPRA INTL FARMACIA BENAVIDES,Salud
AT&T MEXICO TARJETA 4045,Servicios
ANALISIS CLINICOS UNIDOS*504776,Salud
PAGO ONLINE SWISS MEDICAL,Servicios
PORTES BANCARIOS*258078,Servicios
TRANSF A COURSERA,Educación
PAGO CLARO INTERNET,Servicios
COMPRA WEB MUNDO MARINO,Ocio
RETIRO PLAZAS EXITO ROPA,Compras
TRX MERCADO SHOPS,Compras
COMPRA WEB APPLE.COM,Compras
POS NINTENDO ESHOP,Ocio
COMPRA TC COPA AIRLINES,Transporte
MASSIMO DUTTI TARJETA 6929,Compras
BEMBOS CL,Alimentación
PLAYSTATION STORE REF792161,Ocio
APP PROMART HOME CENTER,Vivienda
PROMART HOME CENTER #102187,Vivienda
TEMU AUT467206,Compras
METRO QR,Alimentación
METRO DE LIMA APROB741365,Transporte
CARGO CONSULTORIO DENTAL SONRIE,Salud
ONLINE G500,Transporte
TRX COSTANERA CENTER,Compras
WALMART REF687235,Alimentación
MERCADO SHOPS AR,Compras
COMPRA TC PARAMOUNT PLUS,Ocio
TRANSF A PLAZA NORTE,Compras
FARMACIA BENAVIDES REF624082,Salud
POS IBERDROLA,Servicios
APP UDEMY,Educación
COMPRA TC CFE,Servicios
PAGO ONLINE VTR,Servicios
NINTENDO ESHOP MIRAFLORES,Ocio
DIDI STORE,Transporte
LA REBAJA VIRTUAL 29-03-2024,Salud
SANTA FE MALL #607964,Compras
MAKRO JUN,Alimentación
TRANSF A TEMU,Compras
RMIAC SEGUROS*144803,Servicios
WOM AUTORIZ 762639,Servicios
POS GASCO,Servicios
PAGO CHINA WOK,Alimentación
UNIMARC MASTERCARD,Alimentación
ALQUILER DEPARTAMENTO #545585,Vivienda
RETIRO DISNEY PLUS,Ocio
COMPRA SPOTIFY LA PLATA,Ocio
RETIRO CREDITO VIVIENDA,Vivienda
CHINA WOK 09-06-2025,Alimentación
PAGO SERV ENEX,Transporte
PUMA ENERGY OCT,Transporte
SALCOBRAND OP581666,Salud
FARMACIAS DEL AHORRO COD364508,Salud
MAESTRO HOME CENTER COD290829,Vivienda
DEEZER LIMA,Ocio
FALABELLA #966125,Compras
PAGO HIPOTECARIO STORE,Vivienda
COMPRA INTL ITUZAINGO PEAJE,Transporte
DB OPTICA LA INES,Salud
NEQUI*RAIMUNDO,Alimentación
PALACIO DE HIERRO QR,Compras
MERCADO LIBRE*511359,Compras
SORTEO LOTERIA QR,Otros
AMAZON PRIME VIDEO JUL,Ocio
NEQUI*MARCELA,Servicios
PAGO PENSION COLEGIO REF642597,Educación
APP FARMACIA GUADALAJARA,Salud
DEBITO AUTOMATICO CECNOSUD,Compras
COMPRA PLAZA VESTIR LA MOLINA,Compras
XBOX LIVE AUT070178,Ocio
YPF AUTORIZ 752067,Transporte
COMPRA WEB CHEDRAUI,Alimentación
REPSOL*154352,Transporte
COMPRA POS PARDOS CHICKEN,Alimentación
COMPRA TC SWISS MEDICAL,Servicios
PAGO ONLINE UNIMARC,Alimentación
NRO OP 325507 INDRIVE,Transporte
COMPRA INTL G500,Transporte
CLINICA LAS AMERICAS LIMA,Salud
COMPRA MAKRO,Alimentación
CRUZ DEL SUR REF650758,Transporte
UBER EATS QR,Alimentación
MCDONALDS REF906079,Alimentación
ESTACIONAMIENTO SAN ISIDRO,Transporte
WOM FIBRA OP584649,Servicios
DEBITO AUTOMATICO PLAZA NORTE,Compras
WEB MAESTRO HOME CENTER,Vivienda
ONLINE PUMA ENERGY,Transporte
DOMINOS PIZZA #357942,Alimentación
MODO*ZAIDA 763427,Servicios
PAGO CARREFOUR,Alimentación
INDRIVE*350476,Transporte
GASCO*309446,Servicios
PAGO WALMART,Alimentación
DISCO PE,Alimentación
PARQUE RAAUCO OP235822,Compras
COPA AIRLINES*686303,Transporte
METRO SANTIAGO MIRAFLORES,Transporte
UNIVERSIDAD PACIFICO COD377084,Educación
BUS EJECUTIVO AUTORIZ 762953,Transporte
DENTAL PLUS LATAM,Salud
POS SUBTE BUENOS AIRES,Transporte
YAPE*BÁRBARA 502817,Servicios
COMPRA OPTICA LA INES,Salud
PAGO SERV CARREFOUR,Alimentación
COMPRA TC DIDI,Transporte
COMPRA UDEMY AREQUIPA,Educación
SAGA FALABELLA STORE,Compras
MOVISTAR FIBRA*342051,Servicios
PAGO EPM,Servicios
CLINICA SHAIO SAN ISIDRO,Salud
COMPRA CLINICA LAS AMERICAS,Salud
DUNKIN REF216438,Alimentación
DEBITO AUTOMATICO TEMU,Compras
MERCADO PAGO*CURRO 080399,Servicios
LIDER 28FEB,Alimentación
ONLINE CRUZ DEL SUR,Transporte
COURSERA JUL,Educación
PAGO CERTIFICACION STORE,Educación
PAYLESS TARJETA 5351,Compras
POS MANTTO CONJUNTO,Vivienda
COMPRA INTL SORTEO LOTERIA,Otros
DIDI AUT724949,Transporte
PARQUE EXPLORA TARJETA 0785,Ocio
COPPEL VISA,Compras
COMPRA OPTICA GMO,Salud
APP OSDE PREPAGA,Servicios
REF PAGO HIPOTECARIO,Vivienda
ONLINE CLINICA LAS AMERICAS,Salud
DEBITO AUTOMATICO OPTICA GMO,Salud
PUMA ENERGY LATAM,Transporte
PLIN*RICARDO,Alimentación
POS METRO DE LIMA,Transporte
RETIRO 7 ELEVEN,Alimentación
TELCEL SAN ISIDRO,Servicios
PLAZA NORTE*913976,Compras
AT&T MEXICO TRUJILLO,Servicios
COMPRA POS NORKYS,Alimentación
DUNKIN AUTORIZ 856872,Alimentación
WEB CHILIS,Alimentación
COMPRA WEB OXXO,Alimentación
COMPRA TC CODENSA,Servicios
COOMEVA EPS STORE,Servicios
SIT MEDELLIN OP383466,Transporte
DB MAPFRE SEGUROS,Servicios
COMPRA INTL NINTENDO ESHOP,Ocio
PARAMOUNT PLUS VISA,Ocio
PLIN*VIDAL,Alimentación
PANADERIA SAN JORGE AUT443602,Alimentación
COMPRA POS CRUZ DEL SUR,Transporte
MODO*WILFREDO,Alimentación
COMPRA INTL CLARO SHOP,Compras
PAGO SERV MERCADO SHOPS,Compras
WEB PMEX,Transporte
MODO*BELÉN,Servicios
PULL BEAR LAS CONDES,Compras
COMPRA INTL COPPEL,Compras
RIFA BENEFICA MIRAFLORES,Otros
PAGO SERV WOM FIBRA,Servicios
APP AT&T MEXICO,Servicios
PAYLESS AUTORIZ 820391,Compras
ONLINE OPTICA LA INES,Salud
DENTAL PLUS AUT822374,Salud
COMPRA SPORTLIFE GYM MIRAFLORES,Ocio
PALACIO DE HIERRO REF818172,Compras
AUTOPISTA NORTE OP563805,Transporte
JUAN VALDEZ QR,Alimentación
PAGO SERV SANTA FE MALL,Compras
ALIEXPRESS COD017891,Compras
PAGO ONLINE TEATRO MUNICIPAL,Ocio
COMPRA TWITCH,Ocio
FARMACIA GUADALAJARA MIRAFLORES,Salud
H&M TARJETA 5406,Compras
COD COMISION INTERBANCARIA,Servicios
ESTACIONAMIENTO AUTORIZ 748412,Transporte
CREPES WAFFLES QR,Alimentación
REF YOUTUBE PREMIUM,Ocio
DB LIVERPOOL,Compras
DEB AVANTEL,Servicios
TELCEL*103260,Servicios
ADIDAS STORE AUTORIZ 977073,Compras
ONLINE AVIANCA,Transporte
TRANSF A DENTAL PLUS,Salud
EDESUR LIMA,Servicios
MERCADO PAGO*FRANCISCO JAVIER,Alimentación
PAGO ONLINE COPPEL,Compras
COD LA COMER,Alimentación
COMPRA WEB MANTTO CONJUNTO,Vivienda
TOTTUS CHILE*819730,Alimentación
REF ADMINISTRACION EDIFICIO,Vivienda
NIKE STORE COD981141,Compras
COMPRA TC CREPES WAFFLES,Alimentación
PRIMAX QR,Transporte
COMPRA POS INSTITUTO IDIOMAS,Educación
PAGO PARQUE ARAUCO,Compras
FARMACIA BENAVIDES*672318,Salud
COMPRA WEB BUS EJECUTIVO,Transporte
SURA SEGUROS TIJUANA,Servicios
POS PLAZAS EXITO ROPA,Compras
SORIANA LIMA,Alimentación
WEB SPOTIFY,Ocio
OPTICA LA INES*022522,Salud
COSTANERA CENTER.COM,Compras
ONLINE LIDER,Alimentación
PAGO SERV DIA,Alimentación
PAGO HOSPITAL ANGELES,Salud
COMISION MANTENIMIENTO CUENTA MEDELLIN,Servicios
NEQUI*PAULA,Alimentación
COOMEVA EPPS COD850036,Servicios
COMPRA INTL ML*COMPRA,Compras
AJUSTE CONTABLE COD695545,Otros
PARKING PLUS REF113512,Transporte
ADMINISTRACION EDIFICIO CABA,Vivienda
COMPRA TC WOM,Servicios
ZARA.COM,Compras
COMPRA WEB MERCADO SHOPS,Compras
FARMACIA SIMILARES TARJETA 8382,Salud
FERRETERIA EL TORNILLO COD069957,Vivienda
COMPRA TC CARREFOUR,Alimentación
PAGO HIPOTECARIO.COM,Vivienda
SPORTLIFE GYM QR,Ocio
COPA AIRLINES AR,Transporte
TAXI DATUM COD454053,Transporte
COMPRA WEB FARMACIA BENAVIDES,Salud
POS JUAN VALDEZ,Alimentación
NIKE STORE AUT342763,Compras
NRO OP 849526 BATA,Compras
EPM APROB334502,Servicios
METRO SANTIAGO VISA,Transporte
TRANSF A CLINICA LAS AMERICAS,Salud
CARGO MAX.COM,Ocio
FARMACIA BENAVIDES REF509317,Salud
G500 CHICLAYO,Transporte
ONLINE BERSHKA,Compras
FARMACIA SIMILARES NOV,Salud
DUOLINGO PLUS #312430,Educación
APP OLIMPICA,Alimentación
PAGO SERV HOMECENTER,Vivienda
SUBTE BUENOS AIRES QR,Transporte
ONLINE ENTEL,Servicios
TELCEL 19-07-2024,Servicios
COMPRA INTL PAGO PENSION COLEGIO,Educación
COMPRA OSDE PREPAGA,Servicios
ALIEXPRESS TARJETA 2868,Compras
COD TOTTUS CHILE,Alimentación
DENTAL PLUS QR,Salud
TRANSF A CUOTA CONDOMINIO,Vivienda
YAPE*EMILIANO,Servicios
NIKE STORE REF240205,Compras
PLAYSTATION STORE AR,Ocio
BERSHKA AUTORIZ 432091,Compras
POS SORIANA,Alimentación
MODO*RICO,Servicios
DAVIPLATA*ÁGATA 841198,Alimentación
CHINA WOK SEP,Alimentación
CLARO SHOP.COM,Compras
BODYTECH GYM LA MOLINA,Ocio
DB SALCOBRAND,Salud
COMPRA COOMEVA EPS,Servicios
SEARS MASTERCARD,Compras
IN DRIVER MIRAFLORES,Transporte
COMPRA 7 ELEVEN SAN ISIDRO,Alimentación
ADIDAS STORE MEXICO,Compras
APP CHINA WOK,Alimentación
NRO OP 378798 SHEIN,Compras
PAGO SERV ADIDAS STORE,Compras
COMPRA WEB SALCOBRAND,Salud
LIVERPOOL AR,Compras
UBER EATS AUT649593,Alimentación
TICKETMASTER TARJETA 6058,Ocio
COMPRA AVIANCA,Transporte
PERSONAL ARG SEP,Servicios
POS ALLIANZ SEGUROS,Servicios
COMPRA TC CINEMARK,Ocio
REF PEDIDOSYA,Alimentación
NEQUI*FELICIANO,Alimentación
ANTICUCHOS DON JORGE APROB745896,Alimentación
COMPRA TC SPORTLIFE GYM,Ocio
SORIANA QR,Alimentación
APPLE.COM*490647,Compras
NRO OP 613961 TWITCH,Ocio
COMPRA POS SODIMAC CONSTRUCCION,Vivienda
COMPRA PARAMOUNT PLUS,Ocio
PAGO TWITCH,Ocio
LATAM AIRLINES*355798,Transporte
AGUAS ANDINAS TARJETA 1438,Servicios
RETIRO DEEZER,Ocio
LA POLAR SAN ISIDRO,Compras
APP 7 ELEVEN,Alimentación
DEB SANTA ISABEL,Alimentación
APP EDENOR,Servicios
LUZ DEL SUR 02/10/24,Servicios
COD JUAN VALDEZ,Alimentación
COPA AIRLINES #084212,Transporte
SORIANA QUERETARO,Alimentación
